config,macro_f1,macro_f1_std,neutral_f1,neutral_f1_std,negative_f1,negative_f1_std,negative_recall,negative_recall_std,accuracy,accuracy_std
TF-IDF (sublinear),0.5579493176586121,0.012717223440317359,0.4456420524424076,0.017156237044765325,0.38941363028237375,0.026891948288132694,0.4562828475871954,0.03860416380211942,0.7157503714710253,0.00846562825155669
Bag-of-Words,0.5418162416974617,0.015198358144335981,0.41472598709970876,0.02567253101037697,0.37064415527760797,0.024877344826032263,0.377257525083612,0.03438923214743272,0.7176820208023774,0.007677866676234037
